# gnuplot dump (#col:description)
# networking interface: enp0s25
# sampling interval (t): 1000 ms
# 1:unixtime 2:rx-bytes-per-t 3:rx-pkts-per-t 4:rx-drops-per-t 5:rx-errors-per-t 6:rx-bytes 7:rx-pkts 8:rx-drops 9:rx-errors 10:tx-bytes-per-t 11:tx-pkts-per-t 12:tx-drops-per-t 13:tx-errors-per-t 14:tx-bytes 15:tx-pkts 16:tx-drops 17:tx-errors 18:context-switches-per-t 19:mem-free 20:mem-used 21:mem-total 22:swap-free 23:swap-used 24:swap-total 25:procs-total 26:procs-in-run 27:procs-in-iow 28:cpu0-usr-per-t 29:cpu0-nice-per-t 30:cpu0-sys-per-t 31:cpu0-idle-per-t 32:cpu0-iow-per-t 33:cpu0-net-irqs-per-t 34:cpu0-net-irqs 35:cpu0-net-rx-soft-irqs-per-t 36:cpu0-net-rx-soft-irqs 37:cpu0-net-tx-soft-irqs-per-t 38:cpu0-net-tx-soft-irqs 39:cpu1-usr-per-t 40:cpu1-nice-per-t 41:cpu1-sys-per-t 42:cpu1-idle-per-t 43:cpu1-iow-per-t 44:cpu1-net-irqs-per-t 45:cpu1-net-irqs 46:cpu1-net-rx-soft-irqs-per-t 47:cpu1-net-rx-soft-irqs 48:cpu1-net-tx-soft-irqs-per-t 49:cpu1-net-tx-soft-irqs 50:cpu2-usr-per-t 51:cpu2-nice-per-t 52:cpu2-sys-per-t 53:cpu2-idle-per-t 54:cpu2-iow-per-t 55:cpu2-net-irqs-per-t 56:cpu2-net-irqs 57:cpu2-net-rx-soft-irqs-per-t 58:cpu2-net-rx-soft-irqs 59:cpu2-net-tx-soft-irqs-per-t 60:cpu2-net-tx-soft-irqs 61:cpu3-usr-per-t 62:cpu3-nice-per-t 63:cpu3-sys-per-t 64:cpu3-idle-per-t 65:cpu3-iow-per-t 66:cpu3-net-irqs-per-t 67:cpu3-net-irqs 68:cpu3-net-rx-soft-irqs-per-t 69:cpu3-net-rx-soft-irqs 70:cpu3-net-tx-soft-irqs-per-t 71:cpu3-net-tx-soft-irqs 
# data:
1576696484 90 1 0 0 87481310 385550 0 0 90 1 0 0 10285645 121663 0 0 346 2764024 1006736 3770760 3909628 11264 3920892 114 1 0 0 0 0 99 0 0 0 0 190 0 310 0 0 0 99 0 2 756130 2 759980 1 120571 0 0 0 99 1 0 0 0 254 0 380 0 0 1 99 0 0 0 0 3984 0 2359 
1576696485 318 3 0 0 87481628 385553 0 0 114 1 0 0 10285759 121664 0 0 613 2764024 1006736 3770760 3909628 11264 3920892 114 1 0 0 0 0 99 0 0 0 0 190 0 310 0 0 0 99 0 5 756135 5 759985 0 120571 0 0 0 100 0 0 0 0 254 0 380 1 0 1 98 0 0 0 0 3984 0 2359 
1576696486 90 1 0 0 87481718 385554 0 0 0 0 0 0 10285759 121664 0 0 542 2764024 1006736 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 1 756136 1 759986 1 120572 1 0 1 100 0 0 0 0 254 0 380 0 0 1 97 0 0 0 0 3984 0 2359 
1576696487 2916 33 0 0 87484634 385587 0 0 64 1 0 0 10285823 121665 0 0 191 2763896 1006864 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 99 0 35 756171 34 760020 0 120572 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3984 0 2359 
1576696488 5171 53 0 0 87489869 385641 0 0 0 0 0 0 10285823 121665 0 0 278 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 53 756224 53 760074 0 120572 0 0 0 100 0 0 0 0 254 0 380 0 0 2 99 0 0 0 0 3984 0 2359 
1576696489 332 4 0 0 87490201 385645 0 0 154 2 0 0 10285977 121667 0 0 406 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 6 756230 7 760081 0 120572 0 0 0 99 0 0 0 0 254 0 380 0 0 1 100 0 0 0 0 3984 0 2359 
1576696490 0 0 0 0 87490201 385645 0 0 0 0 0 0 10285977 121667 0 0 322 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 0 756230 0 760081 0 120572 0 0 0 100 0 0 0 0 254 0 380 0 0 1 98 0 0 0 0 3984 0 2359 
1576696491 90 1 0 0 87490291 385646 0 0 0 0 0 0 10285977 121667 0 0 94 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 2 756232 2 760083 1 120573 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3984 0 2359 
1576696492 0 0 0 0 87490291 385646 0 0 0 0 0 0 10285977 121667 0 0 97 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 0 756232 0 760083 0 120573 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 1 3985 0 2359 
1576696493 90 1 0 0 87490381 385647 0 0 0 0 0 0 10285977 121667 0 0 367 2763932 1006828 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 2 756234 2 760085 0 120573 0 0 1 100 0 0 0 0 254 0 380 0 0 1 99 0 0 0 0 3985 0 2359 
1576696494 576 3 0 0 87490957 385650 0 0 82 1 0 0 10286059 121668 0 0 120 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 4 756238 4 760089 1 120574 0 0 0 100 1 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696495 1545 5 0 0 87492502 385655 0 0 90 1 0 0 10286149 121669 0 0 117 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 7 756245 7 760096 1 120575 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696496 0 0 0 0 87492502 385655 0 0 0 0 0 0 10286149 121669 0 0 159 2763864 1006896 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 0 756245 0 760096 1 120576 0 0 0 100 0 0 0 0 254 0 380 0 0 1 100 0 0 0 0 3985 0 2359 
1576696497 0 0 0 0 87492502 385655 0 0 0 0 0 0 10286149 121669 0 0 302 2763864 1006896 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 1 1 756246 1 760097 0 120576 0 0 0 100 0 0 0 0 254 0 380 0 0 0 99 0 0 0 0 3985 0 2359 
1576696498 0 0 0 0 87492502 385655 0 0 0 0 0 0 10286149 121669 0 0 305 2763984 1006776 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 0 756246 0 760097 0 120576 0 0 0 100 0 0 0 0 254 0 380 0 0 1 98 0 0 0 0 3985 0 2359 
1576696499 90 1 0 0 87492592 385656 0 0 0 0 0 0 10286149 121669 0 0 108 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 2 756248 2 760099 0 120576 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696500 1392 17 0 0 87493984 385673 0 0 0 0 0 0 10286149 121669 0 0 162 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 17 756265 17 760116 0 120576 0 0 0 99 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696501 864 10 0 0 87494848 385683 0 0 0 0 0 0 10286149 121669 0 0 380 2763992 1006768 3770760 3909628 11264 3920892 114 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 11 756276 11 760127 1 120577 1 0 0 99 0 0 0 0 254 0 380 0 0 0 99 0 0 0 0 3985 0 2359 
1576696502 592 4 0 0 87495440 385687 0 0 288 3 0 0 10286437 121672 0 0 498 2762140 1008620 3770760 3909628 11264 3920892 118 1 0 1 0 0 99 0 0 0 0 190 0 310 0 0 1 99 0 6 756282 6 760133 1 120578 1 0 0 100 0 0 0 0 254 0 380 2 0 2 97 0 0 0 0 3985 0 2359 
1576696503 0 0 0 0 87495440 385687 0 0 0 0 0 0 10286437 121672 0 0 150 2762148 1008612 3770760 3909628 11264 3920892 118 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 1 756283 1 760134 0 120578 1 0 0 99 0 0 0 0 254 0 380 0 0 0 99 0 0 0 0 3985 0 2359 
1576696504 90 1 0 0 87495530 385688 0 0 0 0 0 0 10286437 121672 0 0 763 2761888 1008872 3770760 3909628 11264 3920892 118 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 1 756284 1 760135 0 120578 0 0 0 99 2 0 0 0 254 0 380 0 0 3 97 0 0 0 0 3985 0 2359 
1576696505 90 1 0 0 87495620 385689 0 0 0 0 0 0 10286437 121672 0 0 117 2761856 1008904 3770760 3909628 11264 3920892 118 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 2 756286 2 760137 0 120578 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696506 180 2 0 0 87495800 385691 0 0 0 0 0 0 10286437 121672 0 0 99 2761856 1008904 3770760 3909628 11264 3920892 118 1 0 1 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 2 756288 2 760139 1 120579 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696507 172 2 0 0 87495972 385693 0 0 90 1 0 0 10286527 121673 0 0 677 2763424 1007336 3770760 3909628 11264 3920892 115 1 0 0 0 1 99 0 0 0 0 190 0 310 1 0 0 99 0 4 756292 4 760143 0 120579 0 0 1 100 0 0 0 0 254 0 380 1 0 2 98 0 0 0 0 3985 0 2359 
1576696508 90 1 0 0 87496062 385694 0 0 0 0 0 0 10286527 121673 0 0 122 2763432 1007328 3770760 3909628 11264 3920892 115 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 1 756293 1 760144 0 120579 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696509 0 0 0 0 87496062 385694 0 0 0 0 0 0 10286527 121673 0 0 206 2763296 1007464 3770760 3909628 11264 3920892 115 1 0 0 0 1 100 0 0 0 0 190 0 310 0 0 0 100 0 1 756294 1 760145 0 120579 0 0 0 99 0 0 0 0 254 0 380 0 0 1 99 0 0 0 0 3985 0 2359 
1576696510 154 2 0 0 87496216 385696 0 0 64 1 0 0 10286591 121674 0 0 675 2763424 1007336 3770760 3909628 11264 3920892 115 1 0 0 0 0 100 0 0 0 0 190 0 310 1 0 1 100 0 3 756297 3 760148 0 120579 0 0 0 100 0 0 0 0 254 0 380 0 0 1 97 0 0 0 0 3985 0 2359 
1576696511 90 1 0 0 87496306 385697 0 0 0 0 0 0 10286591 121674 0 0 92 2763424 1007336 3770760 3909628 11264 3920892 115 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 2 756299 2 760150 1 120580 0 0 0 100 0 0 0 0 254 0 380 0 0 1 100 0 0 0 0 3985 0 2359 
1576696512 0 0 0 0 87496306 385697 0 0 0 0 0 0 10286591 121674 0 0 92 2763424 1007336 3770760 3909628 11264 3920892 115 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 1 100 0 0 756299 0 760150 0 120580 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696513 90 1 0 0 87496396 385698 0 0 0 0 0 0 10286591 121674 0 0 129 2763424 1007336 3770760 3909628 11264 3920892 115 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 2 756301 2 760152 0 120580 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696514 0 0 0 0 87496396 385698 0 0 0 0 0 0 10286591 121674 0 0 105 2763424 1007336 3770760 3909628 11264 3920892 115 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 0 756301 0 760152 0 120580 0 0 0 98 2 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696515 90 1 0 0 87496486 385699 0 0 0 0 0 0 10286591 121674 0 0 88 2763424 1007336 3770760 3909628 11264 3920892 115 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 2 756303 2 760154 0 120580 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696516 0 0 0 0 87496486 385699 0 0 0 0 0 0 10286591 121674 0 0 85 2763424 1007336 3770760 3909628 11264 3920892 115 1 0 0 0 0 100 0 0 0 0 190 0 310 0 0 0 100 0 0 756303 0 760154 0 120580 0 0 0 100 0 0 0 0 254 0 380 0 0 0 100 0 0 0 0 3985 0 2359 
1576696516 218 3 0 0 87496704 385702 0 0 64 1 0 0 10286655 121675 0 0 82 2763424 1007336 3770760 3909628 11264 3920892 114 3 0 0 0 0 31 0 0 0 0 190 0 310 0 0 0 31 0 4 756307 4 760158 0 120580 0 0 0 31 0 0 0 0 254 0 380 0 0 0 31 0 0 0 0 3985 0 2359 
